Student ID,student_name,gender,grade,school_name,reading_score,math_score
5501,Stacey Walker,F,10th,Figueroa High School,78,94
5502,Bobby Fox,M,11th,Figueroa High School,78,94
5503,Donald Flynn,M,11th,Figueroa High School,78,94
5504,Michael Chan,M,12th,Figueroa High School,78,94
5505,Erin Porter,F,12th,Figueroa High School,78,94
5506,Michael Woodard,M,11th,Figueroa High School,78,94
5507,Kathleen Tapia,F,11th,Figueroa High School,78,94
5508,Kevin Cox,M,11th,Figueroa High School,78,94
5509,Michelle Smith,F,12th,Figueroa High School,78,94
5510,Michael Brady,M,9th,Figueroa High School,78,94
5511,Emily Ford,F,9th,Figueroa High School,78,94
5512,Lisa Cain,F,11th,Figueroa High School,78,94
5513,Carol Mason,F,11th,Figueroa High School,78,94
5514,Melissa Graham,F,10th,Figueroa High School,78,94
5515,Vanessa Haley,F,9th,Figueroa High School,78,94
5516,Jessica Becker,F,10th,Figueroa High School,78,94
5517,Cody Reilly,M,11th,Figueroa High School,78,94
5518,Tracy Walker,F,10th,Figueroa High School,78,94
5519,Jamie Hoover,F,9th,Figueroa High School,78,94
5520,Shelia Boyd,F,9th,Figueroa High School,78,94
5521,Jennifer Alvarez,F,12th,Figueroa High School,78,94
5522,Brittany Mendez,F,11th,Figueroa High School,78,94
5523,Amber Gardner,F,10th,Figueroa High School,78,94
5524,Stephanie Trevino,F,11th,Figueroa High School,78,94
5525,Ricky Brown,M,10th,Figueroa High School,77,94
5526,Kenneth Smith,M,9th,Figueroa High School,77,94
5527,Joseph Kim,M,12th,Figueroa High School,77,94
5528,Scott Ford,M,10th,Figueroa High School,77,94
5529,Joshua Cordova,M,9th,Figueroa High School,77,94
5530,Jose Larson,M,9th,Figueroa High School,77,94
5531,Ronnie Le,M,10th,Figueroa High School,77,94
5532,Keith Hicks,M,9th,Figueroa High School,77,94
5533,Wayne Brown,M,11th,Figueroa High School,77,94
5534,Melvin Leon,M,10th,Figueroa High School,77,94
5535,Traci Obrien DDS,F,10th,Figueroa High School,77,94
5536,Martin Lee,M,9th,Figueroa High School,77,94
5537,Douglas Blake,M,9th,Figueroa High School,77,94
5538,Michele Freeman,F,12th,Figueroa High School,77,94
5539,Isaac Johnson,M,9th,Figueroa High School,77,94
5540,Charles Blevins,M,11th,Figueroa High School,77,94
5541,Brandy Suarez,F,9th,Figueroa High School,77,94
5542,Kyle Allen,M,10th,Figueroa High School,77,94
5543,Katrina Best,F,9th,Figueroa High School,77,94
5544,Ruth Cox,F,9th,Figueroa High School,77,94
5545,Melissa Stanley,F,11th,Figueroa High School,77,94
5546,Katelyn Diaz,F,11th,Figueroa High School,77,94
5547,Carol Brown,F,10th,Figueroa High School,77,94
5548,Edward Conway,M,12th,Figueroa High School,76,94
5549,Joshua Paul,M,9th,Figueroa High School,76,94
5550,Amanda Edwards,F,9th,Figueroa High School,76,94
5551,John Torres,M,9th,Figueroa High School,76,94
5552,Richard Roberts,M,10th,Figueroa High School,76,94
5553,Joseph Acevedo,M,9th,Figueroa High School,76,94
5554,Joseph Perez,M,12th,Figueroa High School,76,94
5555,Desiree Hayden,F,10th,Figueroa High School,76,94
5556,April Rogers,F,11th,Figueroa High School,76,94
5557,John Snyder,M,12th,Figueroa High School,76,94
5558,Robert Harris MD,M,11th,Figueroa High School,76,94
5559,Daniel Cole,M,9th,Figueroa High School,76,94
5560,Bryan Garcia,M,10th,Figueroa High School,76,94
5561,Kathleen Price,F,11th,Figueroa High School,76,94
5562,Christopher Sloan,M,12th,Figueroa High School,76,94
5563,Christopher Green,M,9th,Figueroa High School,76,94
5564,Leslie Carson,F,11th,Figueroa High School,76,94
5565,Susan Brown,F,11th,Figueroa High School,76,94
5566,Amber Macias,F,11th,Figueroa High School,76,94
5567,Emily Skinner,F,9th,Figueroa High School,76,94
5568,Juan Cruz,M,12th,Figueroa High School,76,94
5569,Kimberly Romero,F,11th,Figueroa High School,76,94
5570,Andrew Pena,M,12th,Figueroa High School,76,94
5571,Jordan Schwartz,M,11th,Figueroa High School,76,94
5572,Nicole Bautista,F,11th,Figueroa High School,76,94
5573,Rachel Miller,F,9th,Figueroa High School,76,94
5574,Gary Martin,M,12th,Figueroa High School,76,94
5575,Dawn Rivera,F,10th,Figueroa High School,76,94
5576,Frederick Edwards,M,9th,Figueroa High School,76,94
5577,Eric Green,M,11th,Figueroa High School,76,94
5578,William Wright,M,9th,Figueroa High School,75,94
5579,Jennifer Salinas,F,9th,Figueroa High School,75,94
5580,Benjamin Irwin,M,11th,Figueroa High School,75,94
5581,Alfred Durham,M,9th,Figueroa High School,75,94
5582,Kyle Pearson,M,9th,Figueroa High School,75,94
5583,Calvin Burke,M,10th,Figueroa High School,75,94
5584,Aaron Mccarthy,M,10th,Figueroa High School,75,94
5585,Angela Higgins,F,12th,Figueroa High School,75,94
5586,William Peterson,M,10th,Figueroa High School,75,94
5587,Randall Martin,M,10th,Figueroa High School,75,94
5588,Carol Chambers,F,11th,Figueroa High School,75,94
5589,Carla Tucker,F,10th,Figueroa High School,75,94
5590,Tonya Hernandez,F,12th,Figueroa High School,75,94
5591,Elizabeth Myers,F,9th,Figueroa High School,75,94
5592,Robert Norman,M,10th,Figueroa High School,75,94
5593,John Wilson,M,11th,Figueroa High School,75,94
5594,Stephen Collins,M,10th,Figueroa High School,75,94
5595,Jessica Johnson,F,9th,Figueroa High School,75,94
5596,Samantha Donaldson,F,10th,Figueroa High School,75,94
5597,Zachary Torres,M,11th,Figueroa High School,75,94
5598,Joanne Robinson,F,10th,Figueroa High School,75,94
5599,Adrian Collins,M,11th,Figueroa High School,75,94
5600,Jeremiah Esparza,M,10th,Figueroa High School,75,94
5601,Jason Mckinney,M,9th,Figueroa High School,75,94
5602,Joy Barnes,F,10th,Figueroa High School,75,94
5603,Kathleen Caldwell,F,9th,Figueroa High School,75,94
5604,Lisa Cox,F,10th,Figueroa High School,75,94
5605,Patricia Griffin,F,12th,Figueroa High School,75,94
5606,Lisa Gonzales,F,11th,Figueroa High School,75,94
5607,Lisa Dickson,F,10th,Figueroa High School,74,94
5608,Tony Casey,M,10th,Figueroa High School,74,94
5609,Elizabeth Bailey,F,11th,Figueroa High School,74,94
5610,Richard Mathews,M,10th,Figueroa High School,74,94
5611,Kelly Morales,F,11th,Figueroa High School,74,94
5612,John Davis,M,12th,Figueroa High School,74,94
5613,Erika Acevedo,F,9th,Figueroa High School,74,94
5614,Mary Brennan,F,12th,Figueroa High School,74,94
5615,Julie Smith,F,10th,Figueroa High School,74,94
5616,Diane Davis,F,12th,Figueroa High School,74,94
5617,Aaron Gallegos,M,11th,Figueroa High School,74,94
5618,Thomas Gray,M,11th,Figueroa High School,74,94
5619,James Morris,M,9th,Figueroa High School,74,94
5620,Joy Buckley,F,9th,Figueroa High School,74,94
5621,Troy Anderson,M,9th,Figueroa High School,74,94
5622,James Bailey,M,11th,Figueroa High School,74,94
5623,Jamie Branch,F,12th,Figueroa High School,74,94
5624,Robert Bowers,M,12th,Figueroa High School,74,94
5625,Rhonda Harrison,F,11th,Figueroa High School,74,94
5626,Michele York,F,12th,Figueroa High School,74,94
5627,Joshua Simpson,M,9th,Figueroa High School,74,94
5628,Kari Williams,F,10th,Figueroa High School,74,94
5629,Jaime James,F,10th,Figueroa High School,74,94
5630,Richard Watts,M,12th,Figueroa High School,74,94
5631,Paul Cole,M,9th,Figueroa High School,74,94
5632,Trevor Wang,M,11th,Figueroa High School,74,94
5633,Jacob Williams,M,12th,Figueroa High School,74,94
5634,Aaron Gates,M,12th,Figueroa High School,74,94
5635,Rodney Lopez,M,9th,Figueroa High School,73,94
5636,Jenny Rodriguez,F,12th,Figueroa High School,73,94
5637,Elizabeth Vasquez,F,10th,Figueroa High School,73,94
5638,Patricia Morton,F,10th,Figueroa High School,73,94
5639,Autumn Kidd,F,12th,Figueroa High School,73,94
5640,Amanda Mcdonald,F,9th,Figueroa High School,73,94
5641,Kelly Rodriguez,F,10th,Figueroa High School,73,94
5642,Evelyn Frederick,F,9th,Figueroa High School,73,94
5643,Joy Bass,F,10th,Figueroa High School,73,94
5644,Nancy Jones,F,9th,Figueroa High School,73,94
5645,Chris Baldwin,M,11th,Figueroa High School,73,94
5646,Michael Allen,M,9th,Figueroa High School,73,94
5647,Wayne Luna,M,12th,Figueroa High School,73,94
5648,Mary Smith,F,9th,Figueroa High School,73,94
5649,Don Buchanan,M,12th,Figueroa High School,73,94
5650,James Massey,M,10th,Figueroa High School,73,94
5651,Taylor Jordan,F,9th,Figueroa High School,73,94
5652,Jonathan Kim,M,11th,Figueroa High School,73,94
5653,Dawn Watson,F,12th,Figueroa High School,73,94
5654,Caitlin White,F,12th,Figueroa High School,73,94
5655,Michael Davidson,M,11th,Figueroa High School,73,94
5656,Matthew Moreno,M,11th,Figueroa High School,73,94
5657,Dr. Diana Martin,F,9th,Figueroa High School,73,94
5658,Monica Nguyen,F,11th,Figueroa High School,73,94
5659,Stephen Palmer,M,10th,Figueroa High School,73,94
5660,Wendy Wallace,F,9th,Figueroa High School,73,94
5661,Megan Murphy,F,12th,Figueroa High School,73,94
5662,Donald Mckinney,M,10th,Figueroa High School,73,94
5663,Sonia Johnson,F,10th,Figueroa High School,73,94
5664,Logan Ward MD,M,9th,Figueroa High School,73,94
5665,Vincent Williams,M,9th,Figueroa High School,72,94
5666,Shawn Carter,M,11th,Figueroa High School,72,94
5667,Jason Thompson,M,9th,Figueroa High School,72,94
5668,Frank Hodges,M,12th,Figueroa High School,72,94
5669,Danny Sullivan,M,9th,Figueroa High School,72,94
5670,Jerry Bell,M,11th,Figueroa High School,72,94
5671,Gregory Sharp,M,12th,Figueroa High School,72,94
5672,Eddie Gilbert,M,11th,Figueroa High School,72,94
5673,Dean Cooper,M,11th,Figueroa High School,72,94
5674,Joshua Sharp,M,9th,Figueroa High School,72,94
5675,Candace Vasquez,F,12th,Figueroa High School,72,94
5676,Mrs. Janice Dixon,F,12th,Figueroa High School,72,94
5677,Laura Pham,F,10th,Figueroa High School,72,94
5678,Gregory Bentley,M,11th,Figueroa High School,72,94
5679,Lauren Allen,F,10th,Figueroa High School,72,94
5680,Danielle Williams,F,11th,Figueroa High School,72,94
5681,David Johnson,M,10th,Figueroa High School,72,94
5682,Nancy Holt,F,12th,Figueroa High School,72,94
5683,Robert Luna,M,9th,Figueroa High School,72,94
5684,Denise Mcconnell,F,12th,Figueroa High School,72,94
5685,Gabriel Smith III,M,9th,Figueroa High School,72,94
5686,Christopher Adams,M,11th,Figueroa High School,72,94
5687,Matthew Sanchez,M,11th,Figueroa High School,72,94
5688,Linda Duran DVM,F,11th,Figueroa High School,72,94
5689,Mary Stewart,F,9th,Figueroa High School,72,94
5690,Amber Edwards,F,11th,Figueroa High School,72,94
5691,Craig Rodriguez,M,11th,Figueroa High School,72,94
5692,Seth Martin,M,9th,Figueroa High School,72,94
5693,Jacob Briggs,M,9th,Figueroa High School,72,94
5694,Christopher Fuentes,M,11th,Figueroa High School,72,94
5695,Jacob Barry,M,12th,Figueroa High School,72,94
5696,Amy Miller,F,12th,Figueroa High School,71,94
5697,Ronald Mayer PhD,M,9th,Figueroa High School,71,94
5698,Sarah Davis,F,11th,Figueroa High School,71,94
5699,Lori Brown,F,12th,Figueroa High School,71,94
5700,Christopher Washington,M,9th,Figueroa High School,71,94
5701,Morgan Duke,F,12th,Figueroa High School,71,94
5702,Donald Mendoza,M,9th,Figueroa High School,71,94
5703,Richard Gonzalez,M,9th,Figueroa High School,71,94
5704,Elizabeth May,F,11th,Figueroa High School,71,94
5705,John Leonard,M,12th,Figueroa High School,71,94
5706,Ryan Ayers,M,11th,Figueroa High School,71,94
5707,Kathleen Guerrero,F,9th,Figueroa High School,71,94
5708,Michael Garner,M,9th,Figueroa High School,71,94
5709,Linda Stephens,F,10th,Figueroa High School,71,94
5710,Mr. David Smith,M,10th,Figueroa High School,71,94
5711,Lauren Allen,F,9th,Figueroa High School,71,94
5712,Michael Diaz,M,9th,Figueroa High School,71,94
5713,Jennifer Petersen,F,11th,Figueroa High School,71,94
5714,Kristina Patterson,F,10th,Figueroa High School,71,94
5715,Ethan Miller,M,11th,Figueroa High School,70,94
5716,Angela Williams,F,11th,Figueroa High School,70,94
5717,Jennifer Knight,F,12th,Figueroa High School,70,94
5718,Travis Nolan,M,10th,Figueroa High School,70,94
5719,Kevin Mayer,M,9th,Figueroa High School,70,94
5720,David Frey,M,10th,Figueroa High School,70,94
5721,Cynthia Diaz,F,11th,Figueroa High School,70,94
5722,Lucas Diaz,M,10th,Figueroa High School,70,94
5723,Sara Chan,F,10th,Figueroa High School,70,94
5724,Jerry Lawson,M,12th,Figueroa High School,70,94
5725,Dylan Webb,M,10th,Figueroa High School,70,94
5726,Adam Carroll,M,10th,Figueroa High School,70,94
5727,Donna Kelley,F,11th,Figueroa High School,70,94
5728,Virginia Copeland,F,12th,Figueroa High School,70,94
5729,Jennifer Ramirez,F,9th,Figueroa High School,70,94
5730,Wesley Duran,M,9th,Figueroa High School,70,94
5731,Haley Thompson,F,12th,Figueroa High School,70,94
5732,Tristan Vega,M,11th,Figueroa High School,70,94
5733,Jorge Beck,M,9th,Figueroa High School,70,94
5734,Brian Pitts Jr.,M,10th,Figueroa High School,70,94
5735,Jessica Cook,F,9th,Figueroa High School,70,94
5736,Kayla Small,F,11th,Figueroa High School,70,94
5737,Elizabeth Dixon,F,12th,Figueroa High School,70,94
5738,Rebecca Taylor,F,10th,Figueroa High School,70,94
5739,Kenneth Cooke,M,12th,Figueroa High School,69,94
5740,Joseph Smith,M,12th,Figueroa High School,69,94
5741,Patrick Serrano,M,10th,Figueroa High School,69,94
5742,Scott Kelley,M,11th,Figueroa High School,69,94
5743,Ms. Stephanie Rose,F,12th,Figueroa High School,69,94
5744,Brian Soto,M,9th,Figueroa High School,69,94
5745,Kathy Jones,F,12th,Figueroa High School,69,94
5746,Rodney Medina,M,9th,Figueroa High School,69,94
5747,Karen Humphrey,F,10th,Figueroa High School,69,94
5748,Tyler Wilson,M,12th,Figueroa High School,69,94
5749,Robert Moore,M,11th,Figueroa High School,69,94
5750,Robert Vega,M,10th,Figueroa High School,69,94
5751,Alison Ortiz,F,12th,Figueroa High School,69,94
5752,Mr. Richard Stephens,M,10th,Figueroa High School,69,94
5753,Lonnie Carr,M,9th,Figueroa High School,69,94
5754,Sherry Jackson,F,9th,Figueroa High School,69,94
5755,Kathryn Roberts,F,12th,Figueroa High School,69,94
5756,Cheryl Benson,F,12th,Figueroa High School,69,94
5757,Chelsea Joseph,F,9th,Figueroa High School,69,94
5758,Jessica Parks,F,10th,Figueroa High School,69,94
5759,Annette Campbell,F,11th,Figueroa High School,69,94
5760,Emily Lee,F,10th,Figueroa High School,69,94
5761,Shaun Cooper,M,9th,Figueroa High School,69,94
5762,Jessica Lawson,F,11th,Figueroa High School,69,94
5763,Steven Bailey,M,11th,Figueroa High School,69,94
5764,Jason Briggs,M,11th,Figueroa High School,69,94
5765,Rebecca Jimenez,F,11th,Figueroa High School,68,94
5766,Andrea Edwards,F,10th,Figueroa High School,68,94
5767,Leah Thompson,F,10th,Figueroa High School,68,94
5768,Bobby Gray,M,9th,Figueroa High School,68,94
5769,Nicole Lewis,F,11th,Figueroa High School,68,94
5770,Alexandria Johnson,F,12th,Figueroa High School,68,94
5771,Jose Roy,M,12th,Figueroa High School,68,94
5772,Miss Kimberly Joseph,F,10th,Figueroa High School,68,94
5773,Andre Sharp,M,11th,Figueroa High School,68,94
5774,Amanda Stanley,F,9th,Figueroa High School,68,94
5775,Luke White,M,10th,Figueroa High School,68,94
5776,David Wilson,M,10th,Figueroa High School,68,94
5777,Lisa Wilson,F,10th,Figueroa High School,68,94
5778,James Moore,M,9th,Figueroa High School,68,94
5779,Olivia Holmes,F,12th,Figueroa High School,68,94
5780,Gary Crawford,M,10th,Figueroa High School,68,94
5781,Joseph Hunt,M,9th,Figueroa High School,68,94
5782,Joshua Smith,M,10th,Figueroa High School,68,94
5783,Johnny Schroeder,M,11th,Figueroa High School,68,94
5784,Brittany Jennings,F,12th,Figueroa High School,68,94
5785,Ryan Molina,M,12th,Figueroa High School,68,94
5786,Caitlin Lee,F,9th,Figueroa High School,67,94
5787,Karen Saunders,F,12th,Figueroa High School,67,94
5788,Robert Brooks,M,12th,Figueroa High School,67,94
5789,Wendy Houston,F,9th,Figueroa High School,67,94
5790,Christopher Green,M,12th,Figueroa High School,67,94
5791,Abigail Haynes,F,11th,Figueroa High School,67,94
5792,Amy Lewis,F,9th,Figueroa High School,67,94
5793,Thomas Melton,M,12th,Figueroa High School,67,94
5794,Michelle Cardenas,F,9th,Figueroa High School,67,94
5795,Perry Hayes,M,11th,Figueroa High School,67,94
5796,Christopher Stanley,M,11th,Figueroa High School,67,94
5797,Taylor Young,F,12th,Figueroa High School,67,94
5798,Joy Fuentes,F,9th,Figueroa High School,67,94
5799,Theresa Rice,F,9th,Figueroa High School,66,94
5800,Bruce Thompson II,M,9th,Figueroa High School,66,94
5801,Timothy Smith,M,9th,Figueroa High School,66,94
5802,Brian Gibson,M,10th,Figueroa High School,66,94
5803,Breanna Sanders,F,12th,Figueroa High School,66,94
5804,Terry Boyd,M,12th,Figueroa High School,66,94
5805,Connie White,F,11th,Figueroa High School,66,94
5806,Connie Campos,F,10th,Figueroa High School,66,94
5807,Cameron Parker,M,12th,Figueroa High School,66,94
5808,Regina Olson,F,9th,Figueroa High School,66,94
5809,Vincent Baldwin,M,9th,Figueroa High School,66,94
5810,Tony Adams DDS,M,9th,Figueroa High School,66,94
5811,Angela Hicks,F,12th,Figueroa High School,66,94
5812,Mitchell Hansen,M,10th,Figueroa High School,66,94
5813,Kimberly Brennan,F,12th,Figueroa High School,66,94
5814,Angela Holmes,F,9th,Figueroa High School,66,94
5815,April Garza,F,11th,Figueroa High School,66,94
5816,Aaron Brandt,M,10th,Figueroa High School,66,94
5817,Christopher Braun,M,10th,Figueroa High School,66,94
5818,Casey Collier,M,11th,Figueroa High School,66,94
5819,Casey Rodriguez,M,10th,Figueroa High School,65,94
5820,Kimberly Lewis,F,11th,Figueroa High School,65,94
5821,Austin Brooks,M,11th,Figueroa High School,65,94
5822,Amber Baxter,F,11th,Figueroa High School,65,94
5823,Phillip King,M,10th,Figueroa High School,65,94
5824,Karen Pugh,F,11th,Figueroa High School,65,94
5825,Michael Jenkins,M,11th,Figueroa High School,65,94
5826,Patricia Patel,F,9th,Figueroa High School,65,94
5827,Randy Walsh,M,10th,Figueroa High School,65,94
5828,Douglas Frazier,M,11th,Figueroa High School,65,94
5829,Jennifer Riley,F,9th,Figueroa High School,65,94
5830,Adam Ferrell,M,11th,Figueroa High School,65,94
5831,Rachel Frederick,F,9th,Figueroa High School,65,94
5832,Charlotte Hubbard,F,12th,Figueroa High School,65,94
5833,Benjamin Mcpherson,M,12th,Figueroa High School,65,94
5834,Todd Morris,M,12th,Figueroa High School,65,94
5835,Dean Gray,M,11th,Figueroa High School,65,94
5836,Bradley Johnson,M,11th,Figueroa High School,65,94
5837,Cheyenne Bradley,F,12th,Figueroa High School,64,94
5838,Jesse Martinez,M,9th,Figueroa High School,64,94
5839,Sheila Campos,F,9th,Figueroa High School,64,94
5840,Stephanie Ramirez,F,9th,Figueroa High School,64,94
5841,Elizabeth Serrano,F,11th,Figueroa High School,64,94
5842,Vanessa Byrd,F,10th,Figueroa High School,64,94
5843,Heather Simpson,F,9th,Figueroa High School,64,94
5844,Mike Robinson,M,9th,Figueroa High School,64,94
5845,Joy Jennings,F,9th,Figueroa High School,64,94
5846,Stephanie Brewer,F,9th,Figueroa High School,64,94
5847,Dr. Annette Collins DDS,F,9th,Figueroa High School,64,94
5848,Suzanne Newman,F,10th,Figueroa High School,64,94
5849,Julia Cross,F,9th,Figueroa High School,64,94
5850,Jennifer George,F,10th,Figueroa High School,64,94
5851,John Walker,M,11th,Figueroa High School,63,94
5852,Ann Ramsey,F,9th,Figueroa High School,63,94
5853,Geoffrey Johnson,M,12th,Figueroa High School,63,94
5854,Christopher Anthony,M,11th,Figueroa High School,63,94
5855,Derek Tyler,M,12th,Figueroa High School,63,94
5856,Thomas Reed,M,9th,Figueroa High School,63,94
5857,Jessica Martin,F,9th,Figueroa High School,63,94
5858,Rachel Knight,F,11th,Figueroa High School,63,94
5859,Courtney Gonzalez,F,12th,Figueroa High School,63,94
5860,Susan Payne,F,10th,Figueroa High School,63,94
5861,April Sullivan,F,9th,Figueroa High School,63,94
5862,Jessica Mccann,F,11th,Figueroa High School,63,94
5863,Charles Walker,M,11th,Figueroa High School,63,94
5864,Tammy Burns,F,9th,Figueroa High School,63,94
5865,Ricky Harrison,M,10th,Figueroa High School,63,94
5866,Jamie Montgomery,F,12th,Shelton High School,63,94
5867,Shannon Phillips,F,10th,Shelton High School,63,94
5868,Todd Barber,M,11th,Shelton High School,99,93
5869,Desiree King,F,12th,Shelton High School,99,93
5870,Melissa Roberts,F,10th,Shelton High School,99,93
5871,Earl Martinez,M,9th,Shelton High School,99,93
5872,Jose Willis,M,11th,Shelton High School,99,93
5873,Andrew Shea,M,9th,Shelton High School,99,93
5874,Catherine Price,F,12th,Shelton High School,99,93
5875,Matthew Fowler,M,9th,Shelton High School,99,93
5876,Keith Preston,M,12th,Shelton High School,99,93
5877,Mark Wilson,M,12th,Shelton High School,99,93
5878,Jessica Herrera,F,9th,Shelton High School,99,93
5879,Blake Salinas,M,9th,Shelton High School,99,93
5880,Brittany Gutierrez,F,11th,Shelton High School,99,93
5881,Tami Wagner,F,10th,Shelton High School,99,93
5882,Steven James,M,12th,Shelton High School,99,93
5883,Ian Alvarez,M,11th,Shelton High School,99,93
5884,Carlos Brown,M,9th,Shelton High School,99,93
5885,Mary Murray,F,9th,Shelton High School,99,93
5886,Karen Mack,F,11th,Shelton High School,99,93
5887,Curtis Berry,M,11th,Shelton High School,99,93
5888,Jennifer Harvey,F,12th,Shelton High School,98,93
5889,Angelica Phillips,F,9th,Shelton High School,98,93
5890,Amy Miller,F,12th,Shelton High School,98,93
5891,Bryan Padilla,M,11th,Shelton High School,98,93
5892,Lee Alexander,M,10th,Shelton High School,98,93
5893,Dylan Chapman,M,11th,Shelton High School,98,93
5894,Robert Goodwin,M,9th,Shelton High School,98,93
5895,John Vasquez,M,11th,Shelton High School,98,93
5896,George Bowers,M,9th,Shelton High School,98,93
5897,Shannon Larsen,F,10th,Shelton High School,98,93
5898,Cynthia Turner,F,10th,Shelton High School,98,93
5899,Mr. Chad Hendricks,M,11th,Shelton High School,98,93
5900,Trevor Sanders,M,10th,Shelton High School,98,93
5901,Yolanda Velasquez,F,9th,Shelton High School,98,93
5902,Taylor King,F,12th,Shelton High School,98,93
5903,Kenneth Murray,M,12th,Shelton High School,98,93
5904,Deborah Weber,F,11th,Shelton High School,98,93
5905,Cindy Ward,F,9th,Shelton High School,98,93
5906,Andrew Melton,M,11th,Shelton High School,98,93
5907,Jodi Mcpherson,F,9th,Shelton High School,98,93
5908,Samantha Johnson,F,11th,Shelton High School,98,93
5909,Timothy Trevino,M,10th,Shelton High School,98,93
5910,James Kelly,M,11th,Shelton High School,98,93
5911,Marvin Nichols,M,12th,Shelton High School,98,93
5912,Brenda Caldwell,F,9th,Shelton High School,98,93
5913,Dustin Wiggins,M,12th,Shelton High School,98,93
5914,Rebecca Morton,F,9th,Shelton High School,98,93
5915,Carla Brown,F,10th,Shelton High School,98,93
5916,Darlene Williams,F,10th,Shelton High School,98,93
5917,Karen Turner,F,9th,Shelton High School,98,93
5918,April Mccoy,F,11th,Shelton High School,97,93
5919,Tyler Lee,M,12th,Shelton High School,97,93
5920,Laura Moore,F,12th,Shelton High School,97,93
5921,Charles Collins,M,12th,Shelton High School,97,93
5922,Thomas Beard,M,9th,Shelton High School,97,93
5923,Stephen Horton,M,9th,Shelton High School,97,93
5924,Jonathan Watts,M,9th,Shelton High School,97,93
5925,Keith Hayes,M,12th,Shelton High School,97,93
5926,Theresa Blair,F,10th,Shelton High School,97,93
5927,David Martinez,M,12th,Shelton High School,97,93
5928,John Cortez,M,10th,Shelton High School,97,93
5929,Shelley Bolton,F,10th,Shelton High School,97,93
5930,Tiffany Harris,F,9th,Shelton High School,97,93
5931,Brenda West,F,10th,Shelton High School,97,93
5932,Lynn Lyons,F,11th,Shelton High School,97,93
5933,Joshua Hughes,M,10th,Shelton High School,97,93
5934,Richard Jordan,M,11th,Shelton High School,97,93
5935,Dennis Watson,M,9th,Shelton High School,97,93
5936,Jonathan Parsons,M,9th,Shelton High School,97,93
5937,Karen Burke,F,10th,Shelton High School,97,93
5938,Maria Mosley,F,11th,Shelton High School,97,93
5939,Samuel Cox,M,12th,Shelton High School,97,93
5940,Xavier Grimes,M,9th,Shelton High School,97,93
5941,Brian Pena,M,10th,Shelton High School,97,93
5942,Michael Hampton,M,12th,Shelton High School,97,93
5943,Kyle Ballard,M,12th,Shelton High School,97,93
5944,Monica Shah,F,11th,Shelton High School,97,93
5945,Phillip Gross,M,12th,Shelton High School,97,93
5946,Lindsey Tyler DVM,F,9th,Shelton High School,97,93
5947,Richard Keller,M,10th,Shelton High School,97,93
5948,Donna Smith,F,10th,Shelton High School,97,93
5949,Derek Myers,M,9th,Shelton High School,97,93
5950,Nicole Robertson,F,12th,Shelton High School,97,93
5951,Albert Nguyen,M,10th,Shelton High School,97,93
5952,Erica Villa,F,11th,Shelton High School,97,93
5953,Lisa Henson,F,12th,Shelton High School,97,93
5954,Tammy Thomas,F,10th,Shelton High School,97,93
5955,Tammy Collins,F,11th,Shelton High School,96,93
5956,Thomas Adams,M,12th,Shelton High School,96,93
5957,Michael Drake MD,M,10th,Shelton High School,96,93
5958,Cheryl Smith,F,10th,Shelton High School,96,93
5959,Lisa Martin,F,11th,Shelton High School,96,93
5960,Monica Contreras,F,9th,Shelton High School,96,93
5961,Paul Morrow,M,12th,Shelton High School,96,93
5962,Richard Cruz,M,9th,Shelton High School,96,93
5963,Timothy Hamilton,M,11th,Shelton High School,96,93
5964,Steven Duffy,M,9th,Shelton High School,96,93
5965,John Dalton,M,11th,Shelton High School,96,93
5966,Kyle Brown,M,9th,Shelton High School,96,93
5967,Kayla Wright,F,9th,Shelton High School,96,93
5968,Linda Rodriguez,F,9th,Shelton High School,96,93
5969,David Gomez,M,9th,Shelton High School,96,93
5970,Michael Stone,M,12th,Shelton High School,96,93
5971,Katherine Garcia,F,11th,Shelton High School,96,93
5972,Christopher Martin,M,12th,Shelton High School,96,93
5973,Jessica Martin,F,9th,Shelton High School,96,93
5974,Tonya Saunders,F,12th,Shelton High School,96,93
5975,Pamela Turner,F,9th,Shelton High School,96,93
5976,Christina Contreras,F,12th,Shelton High School,96,93
5977,Kimberly Heath,F,10th,Shelton High School,96,93
5978,Joshua Compton,M,11th,Shelton High School,96,93
5979,Heidi Smith,F,11th,Shelton High School,96,93
5980,Kevin Carr,M,10th,Shelton High School,96,93
5981,Christopher Williams,M,9th,Shelton High School,96,93
5982,Kendra Wilson,F,11th,Shelton High School,95,93
5983,Amy Doyle,F,12th,Shelton High School,95,93
5984,Carl Rodriguez,M,11th,Shelton High School,95,93
5985,Jessica Krueger,F,12th,Shelton High School,95,93
5986,Angela Farley,F,11th,Shelton High School,95,93
5987,Jeremy Sanders II,M,9th,Shelton High School,95,93
5988,Patricia Swanson,F,10th,Shelton High School,95,93
5989,Larry Powell,M,10th,Shelton High School,95,93
5990,Allison Townsend,F,10th,Shelton High School,95,93
5991,Kathleen Simpson,F,9th,Shelton High School,95,93
5992,James Baker,M,12th,Shelton High School,95,93
5993,Dana Watson,F,11th,Shelton High School,95,93
5994,Mark Stone,M,11th,Shelton High School,95,93
5995,Antonio Carroll,M,10th,Shelton High School,95,93
5996,Anita Rivers,F,11th,Shelton High School,95,93
5997,Travis Jones,M,10th,Shelton High School,95,93
